"X1" "X2"
"1" 4865 0.0010210019472942
"2" 4870 0.00104648811241296
"3" 4875 0.00106853190984214
"4" 4880 0.00108439866428839
"5" 4885 0.00109509622450068
"6" 4890 0.0011058902787574
"7" 4895 0.00111551779601917
"8" 4900 0.00112226362109165
"9" 4905 0.00113202795612741
"10" 4910 0.00114315789609037
"11" 4915 0.00115567394674223
"12" 4920 0.00116700956303442
"13" 4925 0.00117271498993339
"14" 4930 0.00118420145187779
"15" 4935 0.00119447931013289
"16" 4940 0.00121204238416254
"17" 4945 0.00123715258699292
"18" 4950 0.00126612695936965
"19" 4955 0.00129845715119719
"20" 4960 0.00133651586252218
"21" 4965 0.00137554933377584
"22" 4970 0.00141557151877082
"23" 4975 0.00144825315669592
"24" 4980 0.0014690515659647
"25" 4985 0.00148305866239703
"26" 4990 0.00149010482625769
"27" 4995 0.00149717947412982
"28" 5000 0.00151141443911757
"29" 5005 0.00152003879052788
"30" 5010 0.00152723072189564
"31" 5015 0.00154170084490495
"32" 5020 0.00156950424938659
"33" 5025 0.00161429018789758
"34" 5030 0.00167716798831298
"35" 5035 0.00173242869557502
"36" 5040 0.00178915251084704
"37" 5045 0.00184578116925097
"38" 5050 0.00188982319031055
"39" 5055 0.0019156709342261
"40" 5060 0.00194179137071543
"41" 5065 0.00197544711488794
"42" 5070 0.00200380030468757
"43" 5075 0.00203083040187344
"44" 5080 0.00204900199180376
"45" 5085 0.00205813321851168
"46" 5090 0.00206729471849234
"47" 5095 0.00205813321851168
"48" 5100 0.00203990104961882
"49" 5105 0.00203083040187344
"50" 5110 0.00203990104961882
"51" 5115 0.00206568304494638
"52" 5120 0.00210424317878024
"53" 5125 0.00213065062518441
"54" 5130 0.0021605712954074
"55" 5135 0.00218751359159354
"56" 5140 0.00221798134573608
"57" 5145 0.00221635045567001
"58" 5150 0.00220670822308639
"59" 5155 0.00218751359159354
"60" 5160 0.00217796125920473
"61" 5165 0.00216687588568667
"62" 5170 0.00217639712614302
"63" 5175 0.00218594842671066
"64" 5180 0.00218751359159354
"65" 5185 0.00218751359159354
"66" 5190 0.0021955297566203
"67" 5195 0.00221635045567001
"68" 5200 0.00224388566248645
"69" 5205 0.00229456131493916
"70" 5210 0.00236454797293612
"71" 5215 0.00240208664617874
"72" 5220 0.00242567475970957
"73" 5225 0.00245504634531725
"74" 5230 0.00249829714838925
"75" 5235 0.0025388372093952
"76" 5240 0.00258298554594409
"77" 5245 0.00262441363998791
"78" 5250 0.00266943255370969
"79" 5255 0.00273538890401597
"80" 5260 0.00281351363720785
"81" 5265 0.00289285974098828
"82" 5270 0.00298496955665393
"83" 5275 0.0030785201363392
"84" 5280 0.00319583082195731
"85" 5285 0.00330589746492707
"86" 5290 0.00340208801144265
