"X1" "X2"
"1" 7415 0.00105495975743339
"2" 7420 0.0011400612063185
"3" 7425 0.00122440287537397
"4" 7430 0.0012991622511161
"5" 7435 0.00134605178161586
"6" 7440 0.0013863266405638
"7" 7445 0.00141102545981836
"8" 7450 0.00144459022941852
"9" 7455 0.00149631720923021
"10" 7460 0.00154973423593117
"11" 7465 0.00159556693124164
"12" 7470 0.00165494489167023
"13" 7475 0.00171059104879976
"14" 7480 0.00176066429242582
"15" 7485 0.00182246015460215
"16" 7490 0.001875402981571
"17" 7495 0.00192968072456714
"18" 7500 0.0019966014804876
"19" 7505 0.00207717742367575
"20" 7510 0.00216048887353584
"21" 7515 0.00222169384050312
"22" 7520 0.00227168594203399
"23" 7525 0.00229702680112003
"24" 7530 0.00230978374358002
"25" 7535 0.00233547107257016
"26" 7540 0.00237443685960474
"27" 7545 0.00245394076524111
"28" 7550 0.00257715107483013
"29" 7555 0.002719647334077
"30" 7560 0.00286804461406769
"31" 7565 0.00303476768100712
"32" 7570 0.00319873669248986
"33" 7575 0.00334821429051559
"34" 7580 0.00348486895089025
"35" 7585 0.00360728302739503
"36" 7590 0.00371425609810185
"37" 7595 0.00380149773852387
"38" 7600 0.00389657257783936
"39" 7605 0.00400826649765781
"40" 7610 0.00414063289095927
"41" 7615 0.00425575143113053
"42" 7620 0.00433329852536261
"43" 7625 0.00440829294602918
"44" 7630 0.00449017533242868
"45" 7635 0.00454957369923216
"46" 7640 0.00465238265145935
"47" 7645 0.00474955446955349
"48" 7650 0.00489111577990814
"49" 7655 0.00503371544842411
"50" 7660 0.00521818883968839
"51" 7665 0.00538561045124562
"52" 7670 0.00555030649867314
"53" 7675 0.00571472661895777
"54" 7680 0.00585800006901669
"55" 7685 0.00598010424593707
"56" 7690 0.00607890989771677
"57" 7695 0.00615933161193985
"58" 7700 0.00623921951719481
"59" 7705 0.00631850644026473
"60" 7710 0.00637957258014239
"61" 7715 0.0064556072575536
"62" 7720 0.00651364582488072
"63" 7725 0.00659028830101453
"64" 7730 0.00666601788944948
"65" 7735 0.00674076376151338
"66" 7740 0.00681608037523119
"67" 7745 0.00688857267839558
"68" 7750 0.00694066127379024
"69" 7755 0.00701108359310848
"70" 7760 0.00708018367985784
"71" 7765 0.00713109837574476
"72" 7770 0.00719771425538717
"73" 7775 0.00726281410866215
"74" 7780 0.00734195143280707
"75" 7785 0.0074483282002795
"76" 7790 0.00753516391011072
"77" 7795 0.00760429596392326
"78" 7800 0.00764430999726201
"79" 7805 0.00768319341566618
"80" 7810 0.00772092090529895
"81" 7815 0.00778062112153646
"82" 7820 0.00783801793716131
"83" 7825 0.0079012175111982
"84" 7830 0.00796001536594101
"85" 7835 0.00801304719319237
"86" 7840 0.00806056852740534
"87" 7845 0.00810244732084452
"88" 7850 0.00813295099533397
"89" 7855 0.00815443349066408
"90" 7860 0.00818172699061386
"91" 7865 0.00819990327187382
"92" 7870 0.00821390931432307
"93" 7875 0.00822203826061796
"94" 7880 0.00822510444772413
"95" 7885 0.00822510444772413
"96" 7890 0.00822509738877605
"97" 7895 0.00822636723508914
"98" 7900 0.00822917850309578
"99" 7905 0.00823045438522601
"100" 7910 0.00822509738877605
"101" 7915 0.00820877172084381
"102" 7920 0.00817329055628489
"103" 7925 0.00812137415790081
"104" 7930 0.00805326389370238
"105" 7935 0.00797829618020438
"106" 7940 0.00791171778063886
"107" 7945 0.00783801793716131
"108" 7950 0.00774541814400649
"109" 7955 0.00765810794352074
"110" 7960 0.00756399720056965
"111" 7965 0.00746308616585931
"112" 7970 0.0073728827671613
"113" 7975 0.00727774230595731
"114" 7980 0.00719771425538717
"115" 7985 0.00713109837574476
"116" 7990 0.00704446072018623
"117" 7995 0.00694066127379024
"118" 8000 0.00681608037523119
"119" 8005 0.00666961840908323
"120" 8010 0.0065387674878964
"121" 8015 0.00640338655681507
"122" 8020 0.00628786477720421
"123" 8025 0.00618620371426357
"124" 8030 0.00608601506727398
"125" 8035 0.00600792267526276
"126" 8040 0.00590935082058136
"127" 8045 0.00582797648201547
"128" 8050 0.00574633362202822
"129" 8055 0.00568496182098955
"130" 8060 0.00562349825476684
"131" 8065 0.00558248376441995
"132" 8070 0.00554144666131071
"133" 8075 0.00551783900236905
"134" 8080 0.00549428897936567
