0.2	2.77
0.4	2.77
0.8	2.78
1.2	2.6
1.4	2.88
1.51	2.75
1.71	2.68
1.91	3.08
2.11	3.51
2.31	3.36
2.51	3.35
2.71	3.95
2.88	4.52
3.07	4.52
3.3	4.73
3.52	4.4
4.37	4.14
4.5	3.69
4.75	3.77
4.99	4.25
5.59	3.93
5.76	4.26
7.1	3.99
7.57	3.98
7.77	3.76
7.97	3.72
8.82	3.9
9.4	3.92
9.62	3.82
9.84	3.93
10.06	3.7
10.84	3.8
11.02	4.01
11.08	3.91
11.18	3.84
11.34	3.82
11.43	4.12
11.6	3.79
11.76	3.95
11.76	4.18
11.92	3.82
12.12	3.68
12.33	3.76
12.33	4.1
12.52	3.94
12.7	3.9
12.81	3.69
12.81	3.96
12.98	4.47
13.23	3.58
13.48	3.85
13.73	4.13
13.95	3.91
13.95	4.1
14.16	4
14.16	4.1
14.37	4.06
14.5	3.87
14.68	3.74
14.68	4.15
14.9	3.51
15.33	3.63
15.5	3.57
15.68	3.47
15.68	3.87
15.85	3.28
15.94	3.19
16.11	3.12
16.29	3.06
16.64	3.83
16.83	3.61
17.03	3.51
17.22	3.38
17.33	3.22
17.53	3.19
17.72	3.26
17.91	3.18
18.11	3.23
18.31	3.21
18.51	3.14
18.71	3.28
19.13	3.5
19.34	3.42
19.46	3.42
19.55	3.38
19.91	3.45
20.71	2.83
21.62	2.2
21.81	2.26
22	2.58
22.19	3.2
22.29	3.77
22.47	4.13
22.67	4.45
22.88	4.43
23.08	4.42
23.21	4.36
23.41	3.21
23.61	4.27
23.81	4.07
23.94	4.15
24.14	3.99
24.34	3.72
24.34	3.95
24.54	4.05
24.74	3.39
24.74	4.1
24.94	4.12
25.14	4.2
25.34	3.88
25.45	4.11
25.65	4.17
25.85	3.14
25.85	4.3
25.99	3.83
26.05	3.84
26.2	3.49
26.25	2.98
26.41	3.23
26.62	3.85
26.82	3.81
27.02	3.95
27.12	4.05
27.32	3.92
27.52	4
27.72	3.8
27.92	3.62
28.12	3.58
28.32	3.57
28.52	4.69
28.63	3.27
28.83	3.19
29.23	2.7
29.63	3.23
29.83	3.26
30.03	2.95
30.13	3.28
30.33	3.09
30.53	2.98
30.73	2.84
31.13	2.9
31.33	2.83
31.53	2.89
31.62	3.74
31.82	4.19
32.02	3.63
32.22	3.91
32.29	3.77
32.44	3.63
32.69	3.23
32.89	3
33.09	2.97
33.29	2.88
33.39	2.79
33.59	2.45
33.79	2.99
33.99	3.13
34.19	3.86
34.39	3.79
34.79	3.75
34.79	4.34
34.9	3.98
35.1	3.86
35.3	4
35.5	4.12
35.7	4.09
35.9	4.07
36.1	3.8
36.3	3.91
36.41	3.8
36.61	3.52
36.81	3.39
37.01	3.96
37.06	4.03
37.25	4.04
37.45	3.89
37.65	3.63
37.85	3.69
38.05	3.91
38.25	4.23
38.35	4.23
38.55	4.07
38.75	3.92
38.95	4.11
39.15	3.93
39.35	3.76
39.75	3.56
39.85	3.45
40.05	3.32
40.25	3.4
40.45	3.2
40.65	3.23
40.65	3.54
40.85	3.13
41.05	3.29
41.25	3.68
41.56	3.77
41.76	3.85
41.96	3.9
42.16	3.91
42.36	3.71
42.56	3.92
42.76	3.53
42.87	3.51
43.07	3.39
43.46	3.98
43.47	3.7
43.89	3.4
44.1	3.29
44.31	3.12
44.43	2.96
44.6	3.08
44.78	2.93
45.75	2.7
46.2	2.56
46.41	2.66
46.62	2.48
46.83	2.75
47.05	2.87
47.26	4.7
47.36	4.47
47.56	4.13
47.74	4.26
47.94	4.14
48.15	3.94
48.36	3.84
48.57	4
48.89	4.15
49.09	4.27
49.27	4.11
49.46	4.26
49.64	4.08
49.81	4.16
49.98	3.93
50.19	3.99
50.29	3.93
50.51	3.92
50.73	3.97
50.93	3.84
51.13	3.66
51.33	3.7
51.53	3.92
51.73	3.88
51.83	3.97
52.03	3.78
52.23	3.66
52.43	3.6
52.63	3.37
52.83	3.26
53.03	3.59
53.23	3.48
53.33	3.38
53.53	3.05
53.93	3.51
54.13	3.28
54.33	3.15
54.53	3.08
54.6	3.17
54.78	3.02
54.96	3
55.14	2.9
55.32	2.75
55.46	2.77
55.5	2.82
55.5	2.83
55.52	2.73
55.56	2.71
55.58	2.7
55.59	2.7
55.63	2.74
55.71	3.13
55.75	4.62
55.78	4.5
55.79	4.43
55.83	4.49
55.87	4.63
55.91	4.53
55.98	4.61
55.99	4.36
56.03	4.36
56.14	4.43
56.34	4.02
56.54	4.04
56.74	4.18
56.94	4.11
57.05	3.96
57.25	4.18
57.65	3.86
57.85	3.91
58.05	3.94
58.25	3.87
58.45	3.44
58.55	3.23
58.75	3.71
58.95	3.44
59.15	3.25
59.35	3.44
59.55	3.39
59.75	3.35
59.95	3.23
60.05	3.16
60.25	3.1
60.45	3.02
60.65	3.1
60.85	2.98
61.04	3.03
61.24	3.09
61.43	3.16
61.43	3.18
61.63	3.19
61.83	3.26
62.03	3.21
62.23	3.16
62.43	3.16
62.63	3.14
62.83	2.99
63.13	3.43
63.33	3.43
63.53	3.86
63.73	3.49
63.93	3.56
64.13	3.55
64.33	3.59
64.79	3.51
65	3.48
65.22	3.53
65.32	3.42
65.54	3.49
65.75	3.41
65.96	3.33
66.18	3.28
66.39	3.2
66.54	3.22
66.69	3.55
66.76	3.36
66.93	3.5
67.13	3.48
67.33	3.61
67.53	3.44
68.13	4.06
68.23	4.02
68.43	4.28
68.63	4.2
68.83	3.98
69.03	4.01
69.23	4.06
69.43	4.04
69.63	3.87
69.73	3.87
69.93	3.82
70.13	3.86
70.33	3.41
70.53	3.44
70.73	3.19
70.93	3.54
71.13	3.48
71.23	3.33
71.41	3.17
71.6	3.12
71.78	3.03
71.96	2.74
71.96	2.96
72.15	2.93
72.33	2.94
