0.03	2.94
0.18	2.47
0.27	2.48
0.33	2.66
0.42	2.56
0.9	2.52
0.96	2.41
0.99	2.57
1.08	2.53
1.11	2.74
1.14	2.61
1.23	2.7
1.29	2.67
1.32	2.67
1.41	2.47
1.5	2.69
1.53	2.68
1.56	2.61
1.59	2.69
1.65	2.59
1.77	2.72
1.83	2.48
1.92	2.76
1.95	2.81
2.01	2.56
2.04	2.92
2.13	2.86
2.19	2.75
2.22	2.85
2.25	3.01
2.28	3.18
2.34	3.1
2.37	3.4
2.46	3.36
2.49	2.88
2.52	3.47
2.58	3.4
2.64	3.34
2.67	3.37
2.7	3.38
2.82	3.36
3.93	4.36
4.11	4.43
4.17	4.48
4.71	4.35
4.83	4.46
5.49	4.28
5.55	4.32
5.67	4.25
5.91	4.36
5.97	4.09
6.45	4.3
6.6	4.07
6.63	4
6.69	4.25
6.99	4.31
7.23	3.96
7.32	4.12
7.35	4.04
7.41	4.18
7.47	4.2
7.62	3.96
7.68	4.13
7.74	4.04
7.86	4
7.92	3.87
7.95	3.93
7.98	3.97
7.98	4.1
8.01	4.09
8.04	3.83
8.07	4.03
8.07	4.11
8.1	4.28
8.13	3.99
8.16	3.73
8.19	4.04
8.25	3.83
8.49	3.85
8.52	3.92
8.55	4.01
8.61	4.02
8.67	3.88
8.73	3.92
8.76	4.04
8.79	3.96
8.82	4.02
8.88	3.99
8.91	4.02
8.94	4.12
8.97	4
9	3.92
9.03	3.97
9.33	3.93
9.39	4
9.42	3.81
9.45	3.89
9.48	3.9
9.51	3.94
9.54	3.89
9.63	3.94
9.69	3.68
9.72	3.77
9.75	3.76
9.93	3.49
10.02	3.63
10.14	3.81
10.38	3.97
10.41	3.99
10.47	3.94
10.5	3.88
10.53	3.85
10.74	3.73
10.8	3.96
10.83	3.98
10.92	3.87
11.04	3.85
11.16	3.76
11.34	3.99
11.37	4.01
11.43	3.78
11.49	4.07
11.5	3.91
11.53	3.74
11.56	3.72
11.59	3.78
11.62	3.69
11.65	3.66
11.68	3.68
11.71	3.6
11.74	3.7
11.77	3.67
11.8	3.5
11.83	3.58
11.86	3.53
12.1	3.97
12.16	3.74
12.19	3.91
12.22	3.88
12.25	3.66
12.28	3.87
12.31	3.81
12.34	3.84
12.37	3.92
12.4	3.87
12.43	4
12.49	3.01
12.55	3.82
12.58	3.88
12.61	3.72
12.64	3.87
12.67	3.56
12.76	3.72
12.82	3.83
12.91	3.81
12.94	3.67
13	3.7
13.03	3.66
13.06	3.65
13.09	3.59
13.15	3.53
13.33	3.52
13.39	3.59
13.42	3.67
13.48	3.3
13.57	3.74
13.6	3.89
13.63	3.78
13.66	3.57
13.69	3.65
13.72	3.75
13.75	3.7
13.78	3.68
13.81	3.73
13.84	3.82
13.87	3.69
13.93	3.6
13.96	3.61
13.96	3.76
13.99	3.64
14.02	3.6
14.11	3.83
14.14	3.57
14.17	3.6
14.29	3.66
14.59	3.99
14.62	4.07
14.71	3.98
14.74	4.01
14.83	3.89
14.98	4.04
15.03	4.17
15.06	4.12
15.09	4.07
15.18	4.03
15.21	4.09
15.24	4.06
15.27	3.94
15.3	4.06
15.36	3.94
15.39	4.04
15.42	3.99
15.54	3.59
15.6	3.61
15.66	3.62
15.72	3.59
15.78	3.36
16.02	3.66
16.11	3.52
16.17	3.53
16.2	3.43
16.29	3.45
16.32	3.39
16.35	3.36
16.38	3.43
16.41	3.38
16.44	3.42
16.47	3.48
16.5	3.34
16.53	3.37
16.56	3.22
16.59	3.13
16.62	3.17
16.65	3.07
16.68	3.14
16.71	3.07
16.74	3.08
16.77	3.04
16.86	2.93
16.882	3.16
16.911	3.16
16.941	3.19
16.98	3.23
17.01	3.38
17.041	3.42
17.083	3.51
17.147	3.46
17.22	3.54
